track_id,album_id,artist_id,artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres
1ArvDd70hAcVcZFReacOw3,0UGH5jouKIQ0iSt7e96PWu,7nQZVqkaUxa3A62UJSisSB,La coscienza di Zeno,Mordo la lingua,Una vita migliore,Album,2018-12-04,Lobe iste calabu (strumentale) (06:43)/Il posto delle fragole (08:36)/Danza ferma (05:38)/Mordo la lingua (05:44)/L'aspettativa del bimbo scuro (08:57)/Una vita migliore (12:34)/Vico del Giglio (strumentale) (02:58,https://i.scdn.co/image/ab67616d00001e02e6077209bf88661364a81a8c,Italian Modern Prog/Italian Progressive Rock
6s7KltAhCgNfFjbWhyy6TB,0UGH5jouKIQ0iSt7e96PWu,7nQZVqkaUxa3A62UJSisSB,La coscienza di Zeno,Danza ferma,Una vita migliore,Album,2018-12-04,Lobe iste calabu (strumentale) (06:43)/Il posto delle fragole (08:36)/Danza ferma (05:38)/Mordo la lingua (05:44)/L'aspettativa del bimbo scuro (08:57)/Una vita migliore (12:34)/Vico del Giglio (strumentale) (02:58,https://i.scdn.co/image/ab67616d00001e02e6077209bf88661364a81a8c,Italian Modern Prog/Italian Progressive Rock
5oFDiHSE5wFBoizToYxa26,0UGH5jouKIQ0iSt7e96PWu,7nQZVqkaUxa3A62UJSisSB,La coscienza di Zeno,Il posto delle fragole,Una vita migliore,Album,2018-12-04,Lobe iste calabu (strumentale) (06:43)/Il posto delle fragole (08:36)/Danza ferma (05:38)/Mordo la lingua (05:44)/L'aspettativa del bimbo scuro (08:57)/Una vita migliore (12:34)/Vico del Giglio (strumentale) (02:58,https://i.scdn.co/image/ab67616d00001e02e6077209bf88661364a81a8c,Italian Modern Prog/Italian Progressive Rock
0hOnRbagkD4n6hClJLljv3,0UGH5jouKIQ0iSt7e96PWu,7nQZVqkaUxa3A62UJSisSB,La coscienza di Zeno,Lobe iste calabu (strumentale),Una vita migliore,Album,2018-12-04,Lobe iste calabu (strumentale) (06:43)/Il posto delle fragole (08:36)/Danza ferma (05:38)/Mordo la lingua (05:44)/L'aspettativa del bimbo scuro (08:57)/Una vita migliore (12:34)/Vico del Giglio (strumentale) (02:58,https://i.scdn.co/image/ab67616d00001e02e6077209bf88661364a81a8c,Italian Modern Prog/Italian Progressive Rock
7Ga6i3SEXNbID1IfbaTnQ6,4YK7qYQ9I62koYRiN0II6v,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Tramonto Occidentale - 2008 Remaster,Orizzonti Perduti (2008 Remastered Edition),Album,1983,La Stagione Dell'Amore - Remastered 2008 (03:49)/Tramonto Occidentale - 2008 Remaster (03:15)/Zone Depresse - 2008 Remaster (03:33)/Un'Altra Vita - Remastered (03:45)/Mal D'Africa - 2008 Remaster (03:56)/La Musica È Stanca - 2008 Remaster (03:55)/Gente In Progresso - 2008 Remaster (03:33)/Campane Tibetane - 2008 Remaster (03:23,https://i.scdn.co/image/ab67616d00001e025eb1165c5e8c210613ab8631,Classic Italian Pop/Experimental/Italian Adult Pop
1sVj9UbZ5p0VKcuPhRlOQI,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,N.A.S.,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
7s92D5eKWg1Op9qgRhk7Sn,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,Alla Fine Dell'ultimo Capitolo,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
04IpJgkUPWmtRPlRW3jQMo,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,In Fuga,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
1GmlgETqq9WrA83JLNRBRO,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,Venivo Da Un Lungo Sonno,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
3gHe62RAM6Apg9FIqR3DR0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,Antifona,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
